L40807395,TW,TW-NAN,,23.723385,120.969191,南投--人倫林道人倫停機坪(Nantou--Jenlun Forest Road Jenlun Helipad),2025-05-13 09:43,25
L27926804,TW,TW-NAN,,24.1002,121.192212,南投--仁愛三角峰步道(Nantou--Ren'ai Sanjiaofeng Trail),2025-05-02 10:15,38
L15408105,TW,TW-NAN,,24.0098859,121.0876563,南投--仁愛南山溪(Nantou--Ren'ai Nanshan Creek),2025-05-15 08:37,49
L5549213,TW,TW-NAN,,24.0299831,121.1598229,南投--仁愛台大實驗農場春陽分部(Nantou--Ren'ai NTU Highland Experimental Farm Chunyang Branch),2025-06-15 10:04,108
L2972351,TW,TW-NAN,,24.0319508,121.1420453,南投--仁愛國中(Nantou--Ren'ai Junior High School),2025-05-25 13:33,53
L5838934,TW,TW-NAN,,24.0224338,121.1886599,南投--仁愛廬山溫泉區(Nantou--Ren'ai Lushan Hot Spring Area),2025-05-26 19:37,83
L5520504,TW,TW-NAN,,23.9165153,121.0525723,南投--仁愛武界(Nantou--Ren'ai Wujie),2025-02-08 13:19,116
L11994193,TW,TW-NAN,,24.06637,120.953593,南投--仁愛清流(Nantou--Renai Qingliu),2024-08-10 07:57,63
L9147016,TW,TW-NAN,,24.1514498,121.1721819,南投--仁愛紅香部落(Nantou--Ren'ai Knaziy Village),2025-05-17 08:26,81
L9056037,TW,TW-NAN,,24.0331993,121.1536244,南投--仁愛翠湖步道(Nantou--Ren'ai Cuihu Trail),2025-05-25 12:58,72
L2972341,TW,TW-NAN,,24.0205287,121.1320567,南投--仁愛霧社(Nantou--Ren'ai Wushe),2025-05-19 14:05,155
L5672289,TW,TW-NAN,,24.0139219,121.1236637,南投--仁愛霧社南側(加油站以南)民宿區(Nantou--Ren'ai Wushe Southern Hotel Area),2024-07-21 15:50,66
L5676903,TW,TW-NAN,,24.1477604,121.1926717,南投--仁愛馬烈霸(Nantou--Ren'ai Malipa Village),2025-05-24 10:57,35
L10500579,TW,TW-NAN,,23.5888278,120.8867925,南投--信義和社瞭望台林道(Nantou--Xinyi Heshe Liaowangtai Trail),2024-08-23 08:42,73
L12593779,TW,TW-NAN,,23.590931,120.88885,南投--信義和社自然教育園區(Nantou--Xinyi Heshe Education Area),2025-06-08 07:56,77
L7042986,TW,TW-NAN,,23.6211409,120.8937585,南投--信義土場(Nantou--Xinyi Tuchang),2025-01-08 11:20,25
L5507890,TW,TW-NAN,,23.6013682,120.8857884,南投--信義望鄉(Nantou--Xinyi Wangxiang),2025-05-07 11:16,106
L3245020,TW,TW-NAN,,23.5668661,120.937551,南投--信義東埔彩虹瀑布步道(Nantou--Xinyi Dongpu Rainbow Waterfall Trail),2025-05-31 07:58,71
L1041314,TW,TW-NAN,,23.5622563,120.9279542,南投--信義東埔溫泉區(Nantou--Xinyi Dongpu Hot Spring Area),2025-06-09 08:08,96
L12594877,TW,TW-NAN,,23.521863,120.862862,南投--信義神木村(Nantou--Xinyi Shenmu Village),2025-05-24 09:30,50
L3167753,TW,TW-NAN,,23.4826056,120.8306408,南投--信義自忠(Nantou--Xinyi Zizhong),2025-06-14 13:34,110
L10500958,TW,TW-NAN,,23.5510246,120.8713097,南投--信義草坪頭(Nantou--Xinyi Caopingtou),2025-05-24 10:31,62
L7163519,TW,TW-CHA,,23.929932,120.628758,南投--八卦山望高寮(Nantou--Baguashan Wangaoliao),2025-03-20 13:42,49
L4106030,TW,TW-NAN,,23.8956865,120.6334287,南投--八卦山橫山賞鷹平台(Nantou--Baguashan Hengshan Raptors Observation Platform),2025-05-04 11:34,80
L23745436,TW,TW-NAN,,23.9100499,120.6321727,南投--八卦山猴探井(Nantou--Baguashan Houtanjing),2025-02-23 14:30,18
L17046282,TW,TW-NAN,,23.9372332,120.7034893,南投--公務人力發展學院(Nantou--Civil Service Development Institute),2025-04-25 13:20,33
L12651557,TW,TW-NAN,,24.1380136,121.1776254,南投--力行產業道路(力行/望洋/馬烈霸-瑞岩)(Nantou--Lixing Industrial Road (between Malepa & Masitobaon)),2025-05-24 09:03,61
L12651559,TW,TW-NAN,,24.1879151,121.2255407,南投--力行產業道路(天池-馬力觀/翠巒)(Nantou--Lixing Industrial Road (between Tianchi & Malikoan),2022-08-09 10:17,30
L12651556,TW,TW-NAN,,24.0850214,121.1549283,南投--力行產業道路(瑞岩-台14甲)(Nantou--Lixing Industrial Road (between Masitobaon & Provincial HWY No.14A)),2025-05-03 10:46,66
L12651558,TW,TW-NAN,,24.1610901,121.2175091,南投--力行產業道路(馬力觀/翠巒-力行/望洋/馬烈霸)(Nantou--Lixing Industrial Road (between Malikoan & Malepa)),2024-08-03 12:59,43
L3167346,TW,TW-NAN,,24.073644,121.1293316,南投--北東眼山(Nantou--Mt. North Dongyan),2023-05-20 09:12,113
L10119272,TW,TW-NAN,,24.0637598,120.9371751,南投--北港溪沙八渡假村(Nantou--Pei Kong Creek Resort & Spa),2024-12-07 07:00,77
L4192279,TW,TW-NAN,,23.911219,120.679051,南投--南投南崗三橋(Nantou--Nantou Nangang 3rd Bridge),2022-11-27 10:16,43
L14997962,TW,TW-NAN,,23.9106888,120.6878936,南投--南投市中山公園(Nantou--Nantou Zhongshan Park),2024-07-19 08:51,21
L19669680,TW,TW-NAN,,23.9075763,120.6719209,南投--南投聖安宮(Nantou--Nantou Sheng'an Temple),2025-02-19 09:38,34
L3625139,TW,TW-NAN,,24.1142856,121.2191963,南投--台14甲櫻櫻峰-翠峰(Nantou--HWY 14A between Yingyingfeng & Cuifeng),2025-03-22 13:21,50
L11056991,TW,TW-NAN,,23.6897461,120.8507636,南投--台大實驗林內茅埔營林區辦公室(Nantou--NTU Experimental Forest Neimaopu Tract Office),2024-05-19 11:52,33
L11488395,TW,TW-NAN,,23.7571417,120.6816638,南投--台大實驗林管理處竹山辦公室(Nantou--NTU Experimental Forest Zhushan Office),2024-07-03 19:14,37
L8205572,TW,TW-NAN,,23.7285408,120.7872639,南投--台大鳳凰自然教育園區(Nantou--NTU Fenghuang Nature Education Area),2025-05-27 13:11,108
L2808960,TW,TW-NAN,,24.11796,121.23723,南投--合歡山暗空公園HMDSP/鳶峰停車場(Nantou--Hehuan Mt. Dark Sky Park/Yuanfeng Parking Lot),2025-06-13 05:20,76
L1457324,TW,TW-NAN,,23.81528,120.64948,南投--名間崁頂賞鷹平台(Nantou--Mingjian Kanding Raptors Observation Platform),2015-11-02 13:00,25
L3776682,TW,TW-NAN,,23.9007578,120.7106978,南投--國3南投服務區(Nantou--Formosa FWY Nantou Service Area),2025-05-30 15:33,37
L17374703,TW,TW-NAN,,24.0445171,120.7979648,南投--國姓九九峰觀景平台(Nantou--Guoxing Jiujiu Peak Observatory),2025-04-08 12:43,56
L5605062,TW,TW-NAN,,23.9491667,120.8477778,南投--國姓九份二山長石巷(Nantou--Guoxing Jiufen'ershan Changshi Ln.),2025-04-13 11:29,86
L10513456,TW,TW-NAN,,23.951281,120.9334615,南投--國立暨南大學(Nantou--National Chi Nan University),2025-03-26 08:33,78
L11780468,TW,TW-NAN,,23.7280993,120.7910905,南投--國立鳳凰谷鳥園(Nantou--Fonghuanggu Bird & Ecology Park),2025-06-18 06:46,66
L3974965,TW,TW-NAN,,23.9787495,120.9923916,南投--埔里交流道(Nantou--FWY No.6 Puli Interchange),2025-05-01 16:24,54
L3204910,TW,TW-NAN,,23.9859781,120.9388036,南投--埔里公田溝(Nantou--Puli Gongtiangou),2025-01-01 07:20,159
L2662701,TW,TW-NAN,,23.998776,120.984769,南投--埔里地藏院(Nantou--Puli Dizang Temple),2025-06-12 12:13,133
L2806767,TW,TW-NAN,,23.96511,120.96734,南投--埔里市區(Nantou--Puli Downtown),2025-06-01 11:14,62
L9661042,TW,TW-NAN,,23.9442575,120.9301427,南投--埔里桃米生態村(Nantou--Puli Taumi Eco Village),2025-05-31 12:31,47
L7646449,TW,TW-NAN,,23.9894371,120.9741956,南投--埔里牛埔(Nantou--Puli Niupu),2025-05-01 14:59,59
L3864884,TW,TW-NAN,,23.9897321,121.0159707,南投--埔里石坑路(Nantou--Puli Shikeng Rd.),2025-05-02 14:03,99
L1823933,TW,TW-NAN,,23.9859882,120.9601807,南投--埔里籃城(Nantou--Puli Lancheng),2025-05-10 06:49,142
L2701812,TW,TW-NAN,,23.989378,121.035363,南投--埔里觀音瀑布(Nantou--Puli Guanyin Waterfall),2025-05-28 15:31,32
L2972331,TW,TW-NAN,,23.973807,120.9809303,南投--埔里鎮全區(Nantou--Puli Township),2025-04-10 06:18,165
L3968736,TW,TW-NAN,,23.9615489,120.9980321,南投--埔里鯉魚潭(Nantou--Puli Liyu Lake),2025-06-17 17:20,106
L2467680,TW,TW-NAN,,23.9537283,121.1748648,南投--奧萬大森林遊樂區(Nantou--Aowanda Forest Recreation Area),2025-06-19 15:00,156
L10104101,TW,TW-NAN,,23.5534969,120.9075282,南投--宇宙萬聖宮(Nantou--Yuzhouwansheng Temple),2025-04-21 15:04,41
L1105173,TW,TW-NAN,,24.0907484,121.0322535,南投--惠蓀林場(Nantou--Huisun Forest Area),2025-06-07 14:49,151
L7017608,TW,TW-NAN,,23.9811056,120.9261825,南投--愛蘭交流道(Nantou--FWY No.6 Ailan Interchange),2024-12-26 08:39,52
L4401104,TW,TW-NAN,,23.8483389,120.930478,南投--日月潭伊達邵(德化社)(Nantou--Sun Moon Lake Ita Thao (Dehua Tribe)),2025-05-13 17:11,54
L25874408,TW,TW-NAN,,23.8495358,120.9328222,南投--日月潭伊達邵親水步道(Nantou--Sun Moon Lake Ita Thao Lakeside Trail),2025-05-15 05:10,56
L1351293,TW,TW-NAN,,23.860087,120.9203489,南投--日月潭全區(Nantou--Sun Moon Lake),2025-06-19 10:23,134
L2709493,TW,TW-NAN,,23.8520076,120.9024596,南投--日月潭向山遊客中心(Nantou--Sun Moon Lake Xiangshan Visitor Center),2025-06-11 09:20,95
L10184933,TW,TW-NAN,,23.8626801,120.9408993,南投--日月潭大竹湖(Nantou--Sun Moon Lake Dazuhu),2025-03-26 17:13,91
L4401157,TW,TW-NAN,,23.8436549,120.9198783,南投--日月潭慈恩塔停車場(Nantou--Sun Moon Lake Ci'en Pagoda Parking Lot),2025-04-26 17:03,93
L7861666,TW,TW-NAN,,23.8556666,120.9113139,南投--日月潭拉魯島(光華島)(Nantou--Sun Moon Lake Lalu Isle (Guanghua Isle)),2025-04-13 12:11,30
L31242183,TW,TW-NAN,,23.8675428,120.9160466,南投--日月潭朝霧碼頭(Nantou--Sun Moon Lake Zhaowu Pier),2025-06-10 13:48,34
L3496236,TW,TW-NAN,,23.8671097,120.9097942,南投--日月潭水社(大壩-加油站)(Nantou--Sun Moon Lake Shuishe (Between Dam & Gas Station)),2025-06-19 09:03,69
L7951537,TW,TW-NAN,,23.8754405,120.9122955,南投--日月潭貓囒山(Nantou--Sun Moon Lake Maolanshan),2025-04-13 14:34,70
L5584274,TW,TW-NAN,,23.8521168,120.9375925,南投--日月潭青年活動中心(Nantou--Sun Moon Lake Youth Activity Center),2025-03-26 12:48,79
L7934758,TW,TW-NAN,,23.9297054,120.6294144,南投--望高寮觀景平台(Nantou--Wanggaoliao Viewing Platform),2025-02-10 14:27,38
L12084896,TW,TW-NAN,,23.9652588,120.9456262,南投--木生昆蟲博物館(Nantou--Muh Sheng Museum of Entomology),2025-06-01 11:37,28
L4673228,TW,TW-NAN,,23.6200965,120.8019777,南投--杉林溪松瀧岩(Nantou--Shanlinxi Songlong Rock),2025-06-09 14:27,75
L27101952,TW,TW-NAN,,23.6480623,120.7833481,南投--杉林溪林溪民宿(Nantou--Shanlinxi Linxi Hotel),2025-04-27 08:05,15
L1758126,TW,TW-NAN,,23.6369482,120.7935204,南投--杉林溪森林生態渡假園區(Nantou--Sun-Link-Sea Resort),2025-06-09 15:46,135
L2273782,TW,TW-NAN,,23.6717626,120.7750815,南投--杉林溪羊彎巷(Nantou--Shanlinxi Yangwan Ln.),2024-11-03 12:03,46
L5141519,TW,TW-NAN,,23.6757129,120.791102,南投--杉林溪鼠彎巷(Nantou--Shanlinxi Shuwan Ln.),2025-05-31 15:31,43
L7858428,TW,TW-NAN,,23.9435384,120.9331016,南投--桃米親水公園(Nantou--Taomi Riverside Park),2025-01-04 14:54,58
L2947035,TW,TW-NAN,,24.0864069,121.1755685,南投--梅峰臺大山地實驗農場(Nantou--Meifeng Highland Experimental Farm of NTU),2025-06-17 08:38,151
L12943120,TW,TW-NAN,,23.8511451,120.9468555,南投--水社大山登山步道(Nantou--Mt. Shuishedashan Hiking Trail),2025-03-26 12:08,50
L7066950,TW,TW-NAN,,23.8447767,120.866501,南投--水里大觀隧道(Nantou--Shuili Daguan Tunnel),2025-05-15 11:21,51
L6699851,TW,TW-NAN,,23.8283877,120.833382,南投--水里山櫻路(Nantou--Shuili Shanying Rd.),2023-04-27 06:32,24
L2384988,TW,TW-NAN,,23.8106163,120.8507305,南投--水里市區(Nantou--Shuili Downtown),2025-05-23 06:20,70
L6699814,TW,TW-NAN,,23.8218708,120.8433169,南投--水里新城路92巷(Nantou--Shuili Xincheng Rd. Ln. 92),2023-06-05 07:42,30
L6669132,TW,TW-NAN,,23.8154616,120.8207166,南投--水里番子寮圳北側農地(Nantou--Northern Farmland of Shuili Fanziliao Ditch),2024-12-31 07:15,64
L6699845,TW,TW-NAN,,23.82773,120.83656,南投--水里豐安(Nantou--Shuili Feng'an),2025-05-10 08:14,27
L2972359,TW,TW-NAN,,24.0586547,121.1637819,南投--清境農場(Nantou--Qingjing Farm),2025-06-17 10:23,113
L6377839,TW,TW-NAN,,24.0668691,121.1678426,南投--清境農場便利商店區(Nantou--Qingjing Farm Convenient Store Area)‎,2025-06-03 06:07,24
L3585192,TW,TW-NAN,,24.0428158,121.1563575,南投--清境農場國民賓館(Nantou--Qingjing Farm Guesthouse),2025-06-03 10:22,102
L2809597,TW,TW-NAN,,24.0724027,121.1687788,南投--清境農場松崗(Nantou--Qingjing Farm Songgang)‎,2025-06-19 06:37,85
L4693385,TW,TW-NAN,,24.0440279,121.1567706,南投--清境農場遊客服務中心(Nantou--Qingjing Farm Visitor Center),2025-06-06 13:23,78
L4341715,TW,TW-NAN,,23.6892424,120.7910846,南投--溪頭夏緹飯店(Nantou--Xitou Shante Hotel),2025-04-30 06:09,53
L18183217,TW,TW-NAN,,23.665886,120.787504,南投--溪頭大學坑(Nantou--Xitou University Gully),2025-06-18 06:32,63
L4341725,TW,TW-NAN,,23.6741653,120.7960054,南投--溪頭妖怪村(Nantou--Xitou Monster Village),2025-06-16 07:12,56
L22797740,TW,TW-NAN,,23.670049,120.7939152,南投--溪頭幽靜步道(Nantou--Xitou Quiet Trail),2025-05-17 13:28,39
L14187024,TW,TW-NAN,,23.660827,120.798294,南投--溪頭神木(Nantou--Xitou Sacred Tree),2025-06-11 08:18,52
L2467694,TW,TW-NAN,,23.6718019,120.7967216,南投--溪頭自然教育園區(Nantou--Xitou Nature Education Area),2025-06-19 09:21,163
L22816084,TW,TW-NAN,,23.6739569,120.7990657,南投--溪頭青楓小森林(Nantou--Xitou Maple Glade),2025-06-01 11:17,49
L1231357,TW,TW-NAN,,23.6614877,120.8054763,南投--溪頭鳳凰林步道(Nantou--Xitou Fenghuanglin Trail),2025-06-15 17:19,95
L17306083,TW,TW-NAN,,23.47389,120.8555199,南投--石山(Nantou--Mt. Shishan),2025-06-11 15:11,39
L3341503,TW,TW-NAN,,23.7743683,120.6717092,南投--竹山下坪熱帶植物園(Nantou--Zhushan Xiaping Tropical Botanical Garden),2025-05-02 10:17,123
L3655768,TW,TW-NAN,,23.7601327,120.6824836,南投--竹山克明宮(Nantou--Zhushan Keming Temple),2025-04-03 07:03,56
L3345724,TW,TW-NAN,,23.7561637,120.6560826,南投--竹山南雲大橋(Nantou--Zhushan Nanyun Bridge),2025-05-02 18:25,80
L20086309,TW,TW-NAN,,23.6790203,120.740517,南投--竹山大鞍竹海(Nantou--Zhushan Da'an Zhuhai),2025-01-24 12:25,27
L11045716,TW,TW-NAN,,23.7452652,120.6563441,南投--竹山小黃山風景區(Nantou--Zhushan Xiaohuangshan Sceneic Area),2025-05-27 10:23,124
L22268931,TW,TW-NAN,,23.781523,120.68068,南投--竹山東埔蚋溪匯流口(Nantou--Zhushan Dongpurui Creek Confluence),2024-12-19 21:03,25
L12090032,TW,TW-NAN,,23.7411217,120.6604553,南投--竹山柯仔坑(Nantou-Zhushan Ketsaikeng),2025-01-18 10:08,60
